Código Antiguo;Código Vigente;Código Madre Antiguo;Código Madre Nuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;Ámbito de Funcionamiento;Nombre Oficial;Certificación;Dependencia Administrativa;NivelAtencionEstabglosa;ComunaCódigo;ComunaGlosa;TipoViaGlosa;Número;Nombredevía;TelefonoMovil_TelefonoFijo;Fecha Inicio Funcionamiento;Tiene Servicio de Urgencia;Tipo de Urgencia;Clasificación Tipo de SAPU;LatitudGlosa;LongitudGlosa;TipoSistemaSaludGlosa;Estado de Funcionamiento;NivelComplejidadEstabGlosa;Tipo de Atención;Fecha de Incorporación a la base
07-258;107258;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;MegaSalud S.A. Centro Médico y Dental Quilpué;No Aplica;Privado;No Aplica;5801;Quilpué;Calle;843;Aníbal Pinto;322830516;01-01-2009;NO;No Aplica;No Aplica;-33,047043;-71,445164;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
07-901;200111;07-327;107327;5;Región De Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Las Torres;No Aplica;Municipal;Primario;5109;Viña del Mar;Avenida;;Pakarati;800500870;;SI;Urgencia Ambulatoria (SAPU);Corto;-33,046447;-71,539241;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
07-327;107327;;;5;Región De Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Las Torres;Centro de Salud Familiar;Municipal;Primario;5109;Viña del Mar;Avenida;;Pakarati;800500870;;NO;No Aplica;No Aplica;-33,04637;-71,539283;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-020;200374;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil ;Unidad de Atención;Unidad Oftalmológica Móvil;No Aplica;Servicio de Salud;Primario;5101;Valparaíso;Avenida;1435;Brasil;996320083;18-07-2017;NO;No Aplica;No Aplica;-33,045949;-71,618716;Público ;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-242;106242;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Policlínico (Dirección de Servicios Estudiantiles Universidad Católica);No Aplica;Privado;Secundario;5101;Valparaíso;Calle;2872;Yungay;322274100;01-01-2009;NO;No Aplica;No Aplica;-33,045833;-71,606082;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
13-903;200319;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental San Miguel;No Aplica;Privado;No Aplica;13130;San Miguel;Avenida;3811;Llano Subercaseaux;6007071010;30-01-2015;NO;No Aplica;No Aplica;-33,488851;-70,651684;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-300;106300;;;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Placeres;Centro de Salud Familiar;Municipal;Primario;5101;Valparaíso;Calle;;Colo Colo;800500513;;NO;No Aplica;No Aplica;-33,045576;-71,583492;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-800;106800;06-300;106300;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Placeres;No Aplica;Municipal;Primario;5101;Valparaíso;Calle;;Manuel Casanova;322136502;;SI;Urgencia Ambulatoria (SAPU);Largo;-33,045552;-71,583315;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-257;106257;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Atención CENCLIVAL;No Aplica;Privado;Secundario;5101;Valparaíso;Calle;1443;Condell;322217349;01-01-2009;NO;No Aplica;No Aplica;-33,045547;-71,622161;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
06-248;106248;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio SEDELIS;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1443;Condell;322225639;01-01-2009;NO;No Aplica;No Aplica;-33,045527;-71,62214;Privado;Vigente en Operación Habitual;;No Aplica;
06-921;200021;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Servicios Médicos Valparaíso E.I.R.L;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1443;Condell;;01-12-2009;NO;No Aplica;No Aplica;-33,045513;-71,622124;Privado;Vigente en Operación Habitual;;No Aplica;
07-263;107263;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Atención Primaria de Salud Naval (Villa Alemana);No Aplica;Fuerzas Armadas y de Orden (FFAA);Secundario;5804;Villa Alemana;Avenida;1795;Valparaíso;322294100;01-01-2009;NO;No Aplica;No Aplica;-33,045478;-71,388574;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-243;106243;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Instituto Teletón Valparaíso;No Aplica;Privado;Secundario;5101;Valparaíso;Avenida;259;Francia;322324400;01-01-2009;NO;No Aplica;No Aplica;-33,045294;-71,611763;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-214;106214;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica Valparaíso;No Aplica;Privado;Terciario;5101;Valparaíso;Avenida;2350;Brasil;322268100;01-01-2009;SI;Urgencia Hospitalaria (UEH);No Aplica;-33,045228;-71,611095;Privado;Vigente en Operación Habitual;Alta Complejidad;Atención Cerrada-Hospitalaria;
06-236;106236;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;Centro Médico y Dental Valparaíso Capredena;No Aplica;Fuerzas Armadas y de Orden (FFAA);No Aplica;5101;Valparaíso;Avenida;1930;Brasil;322455300;01-01-2009;NO;No Aplica;No Aplica;-33,04522;-71,616436;Fuerzas Armadas y de Orden;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
07-913;200344;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Valparaíso Ltda.;No Aplica;Privado;No Aplica;5101;Valparaíso;Avenida;2222;Brasil, Local 1, Piso 1;;21-10-2015;NO;No Aplica;No Aplica;-33,045183;-71,612288;Privado;Vigente en Operación Habitual;;No Aplica;
07-925;200431;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Diagnostico Clinilab;No Aplica;Privado;No Aplica;5804;Villa Alemana;Avenida;645;Valparaíso;322951912;11-12-2009;NO;No Aplica;No Aplica;-33,044813;-71,37343;Privado;Vigente en Operación Habitual;;No Aplica;
18-914;200593;;;8;Región Del Bíobío;8;SEREMI Del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental San Pedro de la Paz;No Aplica;Privado;No Aplica;8108;San Pedro de la Paz;Calle;1117;Michimalonco;227634497;14-05-2019;NO;No Aplica;No Aplica;-36,843333;-73,093646;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-262;106262;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Policlínico de la Asociación Chilena de Seguridad AChS. Agencia Valparaíso;No Aplica;Privado;Secundario;5101;Valparaíso;Calle;150;Edwards;;01-01-2009;NO;No Aplica;No Aplica;-33,044402;-71,618974;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-012;106012;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil ;Unidad de Atención;Clínica Dental Móvil Triple. Pat. PW4101 (Valparaíso);No Aplica;Servicio de Salud;Primario;5101;Valparaíso;Avenida;1435;Brasil;322265100;;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-013;200378;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil ;Unidad de Atención;Clínica Dental Móvil Pat. EZE-031 (Valparaíso);No Aplica;Municipal;Primario;5101;Valparaíso;Avenida;1435;Brasil;322576623;22-09-2017;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-014;200386;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Procedimientos Móvil ;Unidad de Atención;Clínica Dental Móvil Pat. EZE-032 (Valparaíso);No Aplica;Municipal;Primario;5101;Valparaíso;Avenida;1435;Brasil;322576623;22-08-2017;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-030;106030;;;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Unidad de Salud Funcionarios ;Unidad de Atención;Unidad de Salud Funcionario S.S Valparaíso San Antonio;No Aplica;Servicio de Salud;Secundario;5101;Valparaíso;Avenida;1435;Brasil;;29-01-2021;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-010;106010;;;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Dirección Servicio de Salud;Unidad de Atención;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valparaíso;No Aplica;Servicio de Salud;No Aplica;5101;Valparaíso;Avenida;1435;Brasil;;;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-011;106011;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Programa de Reparación y Atención Integral de Salud (PRAIS);Programa de Atención ;PRAIS (S.S Valparaíso San Antonio);No Aplica;Servicio de Salud;No Aplica;5101;Valparaíso;Avenida;1435;Brasil;;;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-095;106095;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Vacunatorio;Establecimiento de Salud;Vacunatorio SEREMI de Salud de Valparaíso;No Aplica;SEREMI de Salud;Primario;5101;Valparaíso;Avenida;1435;Brasil;322576716;01-01-2009;NO;No Aplica;No Aplica;-33,044294;-71,621091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-151;106151;;;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Referencia de Salud (CRS);Establecimiento de Salud;Centro de Referencia de Salud Odontológica;No Aplica;Servicio de Salud;Secundario;5101;Valparaíso;Calle;1435;Brasil;322257659;;NO;No Aplica;No Aplica;-33,044101;-71,621487;Público ;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-905;200341;06-010;106010;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Establecimiento de Salud;COSAM Domingo Asún Salazar;No Aplica;Servicio de Salud;Secundario;5101;Valparaíso;Calle;1231;Condell;;30-12-2016;NO;No Aplica;No Aplica;-33,043984;-71,624056;Público ;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-907;200424;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Erna Moraga Romero;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1217;Condell, Deptos. 201 y 302;322256546;24-01-2003;NO;No Aplica;No Aplica;-33,043826;-71,624047;Privado;Vigente en Operación Habitual;;No Aplica;
06-244;106244;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Policlínico Instituto de Seguridad del Trabajo de Valparaíso;No Aplica;Privado;Secundario;5101;Valparaíso;Calle;1914;Errázuriz;322224782;01-01-2009;NO;No Aplica;No Aplica;-33,043802;-71,616675;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-239;106239;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Diagnóstico e Imagenológico;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1190;Condell;322213750;01-01-2009;NO;No Aplica;No Aplica;-33,043632;-71,62477;Privado;Vigente en Operación Habitual;;No Aplica;
06-237;106237;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica;Establecimiento de Salud;Clínica de la Agrupación Médica Americana;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1190;Condell;322217477;01-01-2009;NO;No Aplica;No Aplica;-33,04361;-71,624661;Privado;Vigente en Operación Habitual;Pendiente;Atención Abierta-Ambulatoria;
06-246;106246;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Fadda Ltda.;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;33;Cumming;322257878;01-01-2009;NO;No Aplica;No Aplica;-33,043558;-71,625394;Privado;Vigente en Operación Habitual;;No Aplica;
09-420;109420;;;13;Región Metropolitana de Santiago;9;Servicio de Salud Metropolitano Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Chacabuco (Colina);No Aplica;Municipal;Primario;13301;Colina;Calle;;Carretera San Martín Km. 51, Aldea Chacabuco;;;NO;No Aplica;No Aplica;-33,043488;-70,693602;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
07-309;107309;;;5;Región De Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Villa Alemana;Centro de Salud Familiar;Municipal;Primario;5804;Villa Alemana;Avenida;32;Quinta;322952487;;NO;No Aplica;No Aplica;-33,043379;-71,364133;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-309;106309;;;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Cordillera;Centro de Salud Familiar;Municipal;Primario;5101;Valparaíso;Calle;656;Castillo;800500508;;NO;No Aplica;No Aplica;-33,043202;-71,636767;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
11-952;200329;;;13;Región Metropolitana de Santiago;13;SEREMI Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Uno Salud Dental Santa Lucía;No Aplica;Privado;No Aplica;13101;Santiago;Calle;12;Santa Rosa, Local 14;6007071010;29-10-2014;NO;No Aplica;No Aplica;-33,443347;-70,645849;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
07-933;200520;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Policlínico Instituto de Seguridad del Trabajo de Quilpué;No Aplica;Privado;Secundario;5801;Quilpué;Calle;411;San Martín;322922363;07-09-2018;NO;No Aplica;No Aplica;-33,042644;-71,430499;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
06-247;106247;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Hematológico;No Aplica;Privado;No Aplica;5101;Valparaíso;Calle;1215;Blanco;322255116;01-01-2009;NO;No Aplica;No Aplica;-33,04254;-71,623287;Privado;Vigente en Operación Habitual;;No Aplica;
06-263;106263;;;5;Región De Valparaíso;5;SEREMI De Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro Médico y Dental;Establecimiento de Salud;Centro Médico y Dental MegaSalud Valparaíso;No Aplica;Privado;No Aplica;5101;Valparaíso;Avenida;1;Argentina;;01-01-2009;NO;No Aplica;No Aplica;-33,042394;-71,604608;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
06-811;106811;06-311;106311;5;Región De Valparaíso;6;Servicio de Salud Valparaíso San Antonio;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Quebrada Verde;No Aplica;Municipal;Primario;5101;Valparaíso;Calle;1405;Quebrada Verde ;322136200;;SI;Urgencia Ambulatoria (SAPU);Largo;-33,042304;-71,645856;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
